index;action;size;isElectric;isDisabled;isSuccess;hour;smallFreeSpaces;mediumFreeSpaces;largeFreeSpaces
1973;0;1;1;0;1;3;157;118;136
1974;0;1;0;0;1;3;157;117;136
1975;0;2;0;0;1;3;157;117;135
1976;0;0;0;0;1;3;156;117;135
1977;0;2;0;0;1;3;156;117;134
1978;0;0;0;0;1;3;155;117;134
1979;0;1;0;0;1;3;155;116;134
1980;0;1;1;0;1;3;155;115;134
1981;1;0;1;1;1;3;155;115;134
1982;0;2;1;1;1;3;155;115;134
1983;0;0;0;1;1;3;154;115;134
1984;1;2;1;1;1;3;154;115;134
1985;0;1;0;1;1;3;154;114;135
1986;0;0;0;1;1;3;153;114;135
1987;0;0;0;0;1;3;152;114;135
1988;1;2;0;0;1;3;152;114;135
1989;0;2;0;1;1;3;152;114;135
1990;0;0;1;0;1;3;151;114;135
1991;0;0;0;1;1;3;150;114;135
1992;1;1;0;0;1;3;150;114;135
1993;1;1;1;1;1;3;150;115;135
1994;0;2;0;1;1;3;150;116;134
1995;0;2;1;0;1;3;150;116;133
1996;0;1;1;1;1;3;150;115;133
1997;0;0;1;0;1;3;149;115;133
1998;0;0;1;1;1;3;148;115;133
1999;0;2;1;1;1;3;148;115;132
2000;0;0;0;0;1;3;147;115;132
2001;0;0;1;1;1;3;146;115;132
2002;0;0;0;1;1;3;145;115;132
2003;0;1;1;1;1;3;145;114;132
2004;0;0;1;1;1;3;144;114;132
2005;0;1;0;1;1;3;144;113;132
2006;0;0;1;1;1;3;143;113;132
2007;0;2;0;1;1;3;143;113;131
2008;1;1;1;1;1;3;143;113;131
2009;0;0;1;1;1;3;143;113;131
2010;0;2;0;0;1;3;143;113;130
2011;1;1;1;0;1;3;143;113;130
2012;0;0;1;0;1;3;142;114;130
2013;0;0;1;0;1;3;141;114;130
2014;0;2;1;1;1;3;141;114;129
2015;0;1;0;1;1;3;141;113;129
2016;1;2;0;1;1;3;141;113;129
2017;0;1;1;0;1;3;141;112;130
2018;0;2;1;0;1;3;141;112;129
2019;0;1;1;0;1;3;141;111;129
2020;0;1;0;1;1;3;141;110;129
2021;0;1;0;0;1;3;141;109;129
2022;0;2;0;0;1;3;141;109;128
2023;0;0;0;1;1;3;140;109;128
2024;0;1;1;0;1;3;140;108;128
2025;1;0;1;0;1;3;140;108;128
2026;1;2;1;0;1;3;140;108;129
2027;0;1;1;1;1;3;140;108;129
2028;0;0;0;0;1;3;139;108;129
2029;0;0;1;1;1;3;138;108;129
2030;0;0;1;1;1;3;137;108;129
2031;1;2;0;1;1;3;137;108;129
2032;0;0;1;0;1;3;136;108;130
2033;0;2;1;1;1;3;136;108;129
2034;1;2;1;1;1;3;136;108;129
2035;0;0;0;1;1;3;135;108;130
2036;0;1;1;1;1;3;135;107;130
2037;0;2;0;0;1;3;135;107;129
2038;0;0;0;0;1;3;134;107;129
2039;0;1;0;0;1;3;134;106;129
2040;0;2;0;0;1;3;134;106;128
2041;0;0;1;1;1;3;133;106;128
2042;0;1;1;1;1;3;133;105;128
2043;0;0;0;0;1;3;132;105;128
2044;0;1;1;0;1;3;132;104;128
2045;0;0;1;0;1;3;131;104;128
2046;0;1;1;0;1;3;131;103;128
2047;0;2;0;0;1;3;131;103;127
2048;0;2;0;1;1;3;131;103;126
2049;0;2;0;1;1;3;131;103;125
2050;1;2;0;0;1;3;131;103;125
2051;1;2;1;1;1;3;131;103;126
2052;0;1;1;0;1;3;131;102;127
2053;0;1;1;1;1;3;131;102;126
2054;0;2;0;1;1;3;131;102;125
2055;0;0;0;0;1;3;130;102;125
2056;0;1;0;0;1;3;130;101;125
2057;0;2;0;0;1;3;130;101;124
2058;0;1;0;0;1;3;130;100;124
2059;0;0;0;0;1;3;129;100;124
2060;0;0;0;0;1;3;128;100;124
2061;0;1;1;1;1;3;128;99;124
2062;0;2;0;1;1;3;128;99;123
2063;0;0;1;0;1;3;127;99;123
2064;0;1;0;0;1;3;127;98;123
2065;0;1;1;0;1;3;127;97;123
2066;0;1;1;0;1;3;127;96;123
2067;0;1;0;0;1;3;127;95;123
2068;0;2;0;1;1;3;127;95;122
2069;0;2;1;1;1;3;127;95;121
2070;0;2;0;0;1;3;127;95;120
2071;0;1;1;1;1;3;127;94;120
2072;1;1;1;1;1;3;127;94;120
2073;0;0;1;0;1;3;126;95;120
2074;0;2;0;1;1;3;126;95;119
2075;0;0;0;1;1;3;125;95;119
2076;0;1;0;1;1;3;125;94;119
2077;0;1;1;0;1;3;125;93;119
2078;1;1;1;0;1;3;125;93;119
2079;0;0;1;0;1;3;125;93;119
2080;0;2;1;0;1;3;125;93;118
2081;0;1;0;0;1;3;125;92;118
2082;1;1;1;1;1;3;125;92;118
2083;0;1;1;0;1;3;125;92;118
2084;1;0;1;0;1;3;125;92;118
2085;0;2;1;0;1;3;126;92;117
2086;0;2;1;1;1;3;126;92;116
2087;0;0;1;0;1;3;125;92;116
2088;0;2;0;0;1;3;125;92;115
2089;1;2;1;1;1;3;125;92;115
2090;0;0;1;1;1;3;124;92;116
2091;0;0;1;1;1;3;123;92;116
2092;0;0;1;0;1;3;122;92;116
2093;0;1;0;0;1;3;122;91;116
2094;0;2;1;1;1;3;122;91;115
2095;0;2;0;0;1;3;122;91;114
2096;0;1;0;0;1;3;122;90;114
2097;0;2;1;0;1;3;122;90;113
2098;0;0;0;0;1;3;121;90;113
2099;0;0;0;1;1;3;120;90;113
2100;1;0;1;1;1;3;120;90;113
2101;0;2;0;1;1;3;121;90;112
2102;0;0;0;1;1;3;120;90;112
2103;0;0;1;1;1;3;119;90;112
2104;0;1;0;0;1;3;119;89;112
2105;0;2;0;1;1;3;119;89;111
2106;0;0;1;0;1;3;118;89;111
2107;0;1;1;1;1;3;118;88;111
2108;0;2;1;1;1;3;118;88;110
2109;0;1;1;0;1;3;118;87;110
2110;0;2;0;1;1;3;118;87;109
2111;0;1;0;1;1;3;118;86;109
2112;0;2;1;0;1;3;118;86;108
2113;0;1;1;0;1;3;118;85;108
2114;0;0;0;0;1;3;117;85;108
2115;0;2;1;1;1;3;117;85;107
2116;1;2;1;0;1;3;117;85;107
2117;0;0;0;1;1;3;116;85;108
2118;0;0;0;1;1;3;115;85;108
2119;1;0;1;0;1;3;115;85;108
2120;0;0;0;0;1;3;115;85;108
2121;1;1;0;1;1;3;115;85;108
2122;0;2;1;1;1;3;115;86;107
2123;0;0;1;0;1;3;114;86;107
2124;0;1;0;0;1;3;114;85;107
2125;1;2;1;1;1;3;114;85;107
2126;0;0;1;0;1;3;113;85;108
2127;0;2;1;0;1;3;113;85;107
2128;0;2;1;1;1;3;113;85;106
2129;0;1;1;0;1;3;113;84;106
2130;0;2;1;1;1;3;113;84;105
2131;0;2;0;0;1;3;113;84;104
2132;0;1;0;1;1;3;113;83;104
2133;0;1;1;1;1;3;113;82;104
2134;0;0;0;0;1;3;112;82;104
2135;0;0;0;0;1;3;111;82;104
2136;0;1;1;1;1;3;111;81;104
2137;1;2;1;1;1;3;111;81;104
2138;0;1;0;0;1;3;111;80;105
2139;0;0;0;0;1;3;110;80;105
2140;0;0;1;0;1;3;109;80;105
2141;0;2;1;0;1;3;109;80;104
2142;0;2;1;1;1;3;109;80;103
2143;0;2;1;0;1;3;109;80;102
2144;0;2;0;0;1;3;109;80;101
2145;0;1;0;0;1;3;109;79;101
2146;0;1;1;1;1;3;109;78;101
2147;0;1;1;1;1;3;109;77;101
2148;0;1;1;0;1;3;109;76;101
2149;0;0;1;1;1;3;108;76;101
2150;0;0;1;1;1;3;107;76;101
2151;0;1;0;0;1;3;107;75;101
2152;0;2;1;1;1;3;107;75;100
2153;0;0;1;0;1;3;106;75;100
2154;0;2;1;0;1;3;106;75;99
2155;1;1;1;1;1;3;106;75;99
2156;0;1;0;0;1;3;106;74;100
2157;0;0;0;0;1;3;105;74;100
2158;0;0;1;1;1;3;105;74;99
2159;0;0;1;1;1;3;104;74;99
2160;0;2;0;1;1;3;104;74;98
2161;0;2;0;1;1;3;104;74;97
2162;0;2;0;0;1;3;104;74;96
2163;1;2;1;1;1;3;104;74;96
2164;0;1;0;0;1;3;104;73;97
2165;0;2;0;1;1;3;104;73;96
2166;0;2;1;0;1;3;104;73;95
2167;0;1;1;0;1;3;104;72;95
2168;0;0;0;0;1;3;103;72;95
2169;1;0;1;0;1;3;103;72;95
2170;0;1;1;1;1;3;104;71;95
2171;0;0;1;1;1;3;103;71;95
2172;0;2;1;1;1;3;103;71;94
2173;0;2;0;1;1;3;103;71;93
2174;0;0;0;0;1;3;102;71;93
2175;0;1;1;0;1;3;102;70;93
2176;0;2;1;0;1;3;102;70;92
2177;0;0;0;1;1;3;101;70;92
2178;0;0;0;0;1;3;100;70;92
2179;0;1;1;0;1;3;100;69;92
2180;0;1;0;0;1;3;100;68;92
2181;1;0;1;1;1;3;100;68;92
2182;0;2;1;0;1;3;101;68;91
2183;0;2;0;0;1;3;101;68;90
2184;0;2;0;0;1;3;101;68;89
2185;0;1;1;0;1;3;101;67;89
2186;0;2;0;0;1;3;101;67;88
2187;0;0;0;1;1;3;100;67;88
2188;0;2;1;1;1;3;100;67;87
2189;1;1;0;1;1;3;100;67;87
2190;0;2;1;0;1;3;100;68;86
2191;0;0;0;1;1;3;99;68;86
2192;1;1;0;1;1;3;99;68;86
2193;0;1;0;0;1;3;99;68;86
2194;0;1;0;1;1;3;99;67;86
2195;0;2;0;0;1;3;99;67;85
2196;0;2;0;0;1;3;99;67;84
2197;0;1;1;1;1;3;99;66;84
2198;1;0;0;1;1;3;99;66;84
2199;0;2;0;1;1;3;100;66;83
2200;0;2;0;1;1;3;100;66;82
2201;0;0;0;1;1;3;99;66;82
2202;0;1;1;1;1;3;99;65;82
2203;0;2;1;1;1;3;99;65;81
2204;0;1;1;1;1;3;99;64;81
2205;0;0;0;1;1;3;98;64;81
2206;0;0;1;0;1;3;97;64;81
2207;1;0;0;0;1;3;97;64;81
2208;0;1;0;0;1;3;98;63;81
2209;0;2;1;1;1;3;98;63;80
2210;0;1;1;0;1;3;98;62;80
2211;0;2;1;0;1;3;98;62;79
2212;0;2;1;1;1;3;98;62;78
2213;0;1;1;0;1;3;98;61;78
2214;0;1;1;1;1;3;98;60;78
2215;0;0;0;0;1;3;97;60;78
2216;0;0;0;0;1;3;96;60;78
2217;0;0;0;1;1;3;95;60;78
2218;0;0;0;0;1;3;94;60;78
2219;0;1;0;1;1;3;94;59;78
2220;0;2;0;1;1;3;94;59;77
2221;0;1;0;0;1;3;94;58;77
2222;0;0;0;1;1;3;93;58;77
2223;0;2;0;1;1;3;93;58;76
2224;1;1;1;1;1;3;93;58;76
2225;1;1;1;1;1;3;93;59;76
2226;0;2;1;0;1;3;93;59;76
2227;0;0;1;0;1;3;92;59;76
2228;0;0;1;1;1;3;91;59;76
2229;0;0;1;1;1;3;90;59;76
2230;0;2;1;0;1;3;90;59;75
2231;0;2;0;1;1;3;90;59;74
2232;0;0;0;0;1;3;89;59;74
2233;0;1;0;1;1;3;89;58;74
2234;0;1;1;1;1;3;89;57;74
2235;1;1;1;0;1;3;89;57;74
2236;0;1;0;0;1;3;89;56;75
2237;0;2;0;0;1;3;89;56;74
2238;0;1;1;1;1;3;89;56;73
2239;0;2;1;1;1;3;89;56;72
2240;0;2;1;0;1;3;89;56;71
2241;0;2;1;1;1;3;89;56;70
2242;0;2;1;1;1;3;89;56;69
2243;1;1;1;0;1;3;89;56;69
2244;0;1;1;0;1;3;89;56;69
2245;1;0;0;1;1;3;89;56;69
2246;0;2;1;0;1;3;90;56;68
2247;0;1;1;1;1;3;90;55;68
2248;0;1;1;0;1;3;90;54;68
2249;0;1;0;1;1;3;90;53;68
2250;0;0;1;0;1;3;89;53;68
2251;0;0;1;1;1;3;88;53;68
2252;0;2;0;0;1;3;88;53;67
2253;0;0;0;0;1;3;87;53;67
2254;0;0;0;0;1;3;86;53;67
2255;0;1;1;1;1;3;86;52;67
2256;0;1;0;0;1;3;86;51;67
2257;0;1;1;0;1;3;86;50;67
2258;0;0;1;1;1;3;85;50;67
2259;0;0;0;1;1;3;84;50;67
2260;0;1;1;0;1;3;84;49;67
2261;0;0;0;0;1;3;83;49;67
2262;0;0;1;0;1;3;82;49;67
2263;0;0;1;1;1;3;81;49;67
2264;0;1;1;1;1;3;81;48;67
2265;0;2;0;0;1;3;81;48;66
2266;0;2;0;1;1;3;81;48;65
2267;1;2;1;0;1;3;81;48;65
2268;0;0;1;0;1;3;80;48;66
2269;0;1;0;0;1;3;80;47;66
2270;0;0;0;1;1;3;79;47;66
2271;0;0;0;1;1;3;78;47;66
2272;0;0;1;0;1;3;77;47;66
2273;0;1;0;0;1;3;77;46;66
2274;0;2;0;0;1;3;77;46;65
2275;1;2;0;0;1;3;77;46;65
2276;0;1;1;0;1;3;77;45;66
2277;0;0;1;0;1;3;76;45;66
2278;0;1;1;1;1;3;76;44;66
2279;0;1;1;0;1;3;76;43;66
2280;0;0;1;0;1;3;75;43;66
2281;0;0;1;1;1;3;74;43;66
2282;0;2;0;0;1;3;74;43;65
2283;1;0;0;1;1;3;74;43;65
2284;1;0;0;0;1;3;75;43;65
2285;0;2;0;1;1;3;76;43;64
2286;0;1;0;0;1;3;76;42;64
2287;0;1;0;0;1;3;76;41;64
2288;0;1;0;1;1;3;76;40;64
2289;0;2;1;1;1;3;76;40;63
2290;0;0;0;1;1;3;75;40;63
2291;0;1;1;0;1;3;75;39;63
2292;0;2;0;0;1;3;75;39;62
2293;0;2;0;1;1;3;75;39;61
2294;0;0;1;1;1;3;74;39;61
2295;0;1;0;1;1;3;74;38;61
2296;0;0;0;0;1;3;73;38;61
2297;0;0;0;0;1;3;72;38;61
2298;0;2;0;1;1;3;72;38;60
2299;0;2;0;0;1;3;72;38;59
2300;0;0;0;1;1;3;71;38;59
2301;0;0;1;0;1;3;70;38;59
2302;0;1;0;0;1;3;70;37;59
2303;0;1;0;1;1;3;70;36;59
2304;0;2;1;1;1;3;70;36;58
2305;0;2;1;0;1;3;70;36;57
2306;1;1;1;1;1;3;70;36;57
2307;0;1;0;1;1;3;70;36;57
2308;1;0;0;0;1;3;70;36;57
2309;0;2;0;1;1;3;71;36;56
2310;0;1;1;1;1;3;71;35;56
2311;0;0;0;1;1;3;70;35;56
2312;0;2;1;0;1;3;70;35;55
2313;0;2;0;0;1;3;70;35;54
2314;1;0;1;1;1;3;70;35;54
2315;0;0;1;0;1;3;70;35;54
2316;0;2;1;1;1;3;70;35;53
2317;0;2;1;1;1;3;70;35;52
2318;0;1;1;0;1;3;70;34;52
2319;0;1;1;0;1;3;70;33;52
2320;0;2;0;0;1;3;70;33;51
2321;0;0;0;0;1;3;69;33;51
2322;0;0;0;0;1;3;68;33;51
2323;0;0;1;1;1;3;67;33;51
2324;0;1;1;0;1;3;67;32;51
2325;0;0;1;0;1;3;66;32;51
2326;0;0;0;0;1;3;65;32;51
2327;0;2;0;1;1;3;65;32;50
2328;0;1;1;0;1;3;65;31;50
2329;0;0;1;0;1;3;64;31;50
2330;0;1;0;1;1;3;64;30;50
2331;0;1;0;0;1;3;64;29;50
2332;0;1;1;0;1;3;64;28;50
2333;0;0;1;0;1;3;63;28;50
2334;0;1;0;0;1;3;63;27;50
2335;0;2;1;0;1;3;63;27;49
2336;0;2;1;1;1;3;63;27;48
2337;0;0;1;1;1;3;62;27;48
2338;0;2;1;0;1;3;62;27;47
2339;0;0;0;0;1;3;61;27;47
2340;0;0;1;1;1;3;60;27;47
2341;0;1;0;1;1;3;60;26;47
2342;0;1;0;0;1;3;60;25;47
2343;0;2;1;0;1;3;60;25;46
2344;1;2;1;0;1;3;60;25;46
2345;0;1;1;0;1;3;60;24;47
2346;0;2;1;0;1;3;60;24;46
2347;0;1;0;1;1;3;60;23;46
2348;0;2;0;1;1;3;60;23;45
2349;0;0;0;0;1;3;59;23;45
2350;0;2;1;1;1;3;59;23;44
2351;1;0;1;1;1;3;59;23;44
2352;0;0;0;0;1;4;58;23;45
2353;0;2;0;0;1;4;58;23;44
2354;1;2;0;1;1;4;58;23;44
2355;0;0;1;1;1;4;58;23;44
2356;1;2;0;0;1;4;58;23;44
2357;0;2;1;0;1;4;58;23;44
2358;0;2;0;0;1;4;58;23;43
2359;0;1;0;0;1;4;58;22;43
2360;0;1;1;0;1;4;58;21;43
2361;1;2;1;1;1;4;58;21;43
2362;0;2;1;0;1;4;58;21;43
2363;1;1;1;0;1;4;58;21;43
2364;1;0;1;1;1;4;58;22;43
2365;1;0;1;1;1;4;59;22;43
2366;1;0;1;0;1;4;60;22;43
2367;0;1;0;1;1;4;61;21;43
2368;1;1;0;0;1;4;61;21;43
2369;0;1;1;1;1;4;61;21;43
2370;1;2;0;1;1;4;61;21;43
2371;1;2;0;1;1;4;61;21;44
2372;0;2;0;0;1;4;61;21;44
2373;0;1;0;0;1;4;61;20;44
2374;0;1;0;0;1;4;61;19;44
2375;0;0;1;0;1;4;60;19;44
2376;0;0;1;1;1;4;59;19;44
2377;0;2;0;1;1;4;59;19;43
2378;0;0;0;0;1;4;58;19;43
2379;0;1;0;1;1;4;58;18;43
2380;0;0;1;1;1;4;57;18;43
2381;0;1;1;1;1;4;57;17;43
2382;0;2;0;1;1;4;57;17;42
2383;0;1;1;1;1;4;57;16;42
2384;0;0;0;0;1;4;56;16;42
2385;0;0;1;1;1;4;55;16;42
2386;0;0;0;1;1;4;54;16;42
2387;1;0;1;1;1;4;54;16;42
2388;0;0;0;0;1;4;54;16;42
2389;0;2;0;1;1;4;54;16;41
2390;0;1;1;0;1;4;54;15;41
2391;0;1;0;0;1;4;54;14;41
2392;0;1;1;0;1;4;54;13;41
2393;0;2;0;0;1;4;54;13;40
2394;0;2;0;0;1;4;54;13;39
2395;0;2;0;0;1;4;54;13;38
2396;1;2;0;0;1;4;54;13;38
2397;1;1;0;0;1;4;54;13;39
2398;1;1;1;0;1;4;54;14;39
2399;0;0;0;0;1;4;53;15;39
2400;0;2;0;1;1;4;53;15;38
2401;0;1;1;1;1;4;53;14;38
2402;1;0;1;0;1;4;53;14;38
2403;0;1;0;1;1;4;54;13;38
2404;1;1;0;1;1;4;54;13;38
2405;1;0;1;1;1;4;54;14;38
2406;1;2;0;1;1;4;55;14;38
2407;1;0;1;1;1;4;55;14;39
2408;0;0;1;0;1;4;55;14;39
2409;0;0;1;0;1;4;54;14;39
2410;0;1;1;1;1;4;54;13;39
2411;0;0;0;0;1;4;53;13;39
2412;1;1;0;0;1;4;53;13;39
2413;0;2;1;0;1;4;53;14;38
2414;0;0;0;1;1;4;52;14;38
2415;0;0;0;1;1;4;51;14;38
2416;0;1;1;0;1;4;51;13;38
2417;0;0;0;0;1;4;50;13;38
2418;0;0;1;0;1;4;49;13;38
2419;0;0;0;0;1;4;48;13;38
2420;0;0;1;1;1;4;47;13;38
2421;0;1;0;0;1;4;47;12;38
2422;0;2;0;1;1;4;47;12;37
2423;0;0;1;1;1;4;46;12;37
2424;1;0;0;0;1;4;46;12;37
2425;1;0;0;0;1;4;47;12;37
2426;1;2;0;0;1;4;48;12;37
2427;1;0;0;1;1;4;48;12;38
2428;0;2;1;0;1;4;48;12;38
2429;0;0;0;0;1;4;47;12;38
2430;0;2;1;1;1;4;47;12;37
2431;0;2;1;1;1;4;47;12;36
2432;1;0;1;0;1;4;47;12;36
2433;1;2;1;1;1;4;48;12;36
2434;0;0;1;1;1;4;47;12;37
2435;0;1;1;0;1;4;47;11;37
2436;0;1;0;0;1;4;47;10;37
2437;0;0;0;0;1;4;46;10;37
2438;0;0;1;0;1;4;45;10;37
2439;0;1;1;1;1;4;45;9;37
2440;0;0;1;1;1;4;44;9;37
2441;1;2;1;0;1;4;44;9;37
2442;0;1;0;1;1;4;44;8;38
2443;0;1;0;1;1;4;44;7;38
2444;0;0;1;0;1;4;43;7;38
2445;0;2;1;1;1;4;43;7;37
2446;1;0;1;0;1;4;43;7;37
2447;0;2;0;0;1;4;44;7;36
2448;0;0;1;1;1;4;43;7;36
2449;0;2;1;1;1;4;43;7;35
2450;0;1;1;0;1;4;43;6;35
2451;0;0;1;1;1;4;42;6;35
2452;0;0;1;1;1;4;41;6;35
2453;0;0;0;1;1;4;40;6;35
2454;0;2;0;1;1;4;40;6;34
2455;0;2;0;0;1;4;40;6;33
2456;0;0;0;0;1;4;39;6;33
2457;0;1;0;0;1;4;39;5;33
2458;0;0;0;1;1;4;38;5;33
2459;0;0;1;1;1;4;37;5;33
2460;1;2;1;1;1;4;37;5;33
2461;0;2;0;0;1;4;37;5;33
2462;1;2;1;0;1;4;37;5;33
2463;0;1;0;1;1;4;37;4;34
2464;1;1;0;1;1;4;37;4;34
2465;0;2;0;1;1;4;37;5;33
2466;0;0;1;1;1;4;36;5;33
2467;1;0;0;0;1;4;36;5;33
2468;0;1;1;0;1;4;37;4;33
2469;0;1;0;0;1;4;37;3;33
2470;1;2;1;1;1;4;37;3;33
2471;0;2;1;0;1;4;37;3;33
2472;0;2;0;1;1;4;37;3;32
2473;0;0;0;0;1;4;36;3;32
2474;0;0;1;0;1;4;35;3;32
2475;1;2;0;0;1;4;35;3;32
2476;0;1;0;1;1;4;35;2;33
2477;1;2;0;0;1;4;35;2;33
2478;0;0;1;1;1;4;34;2;34
2479;0;2;1;0;1;4;34;2;33
2480;0;2;0;1;1;4;34;2;32
2481;0;2;0;0;1;4;34;2;31
2482;0;1;0;1;1;4;34;1;31
2483;0;2;1;1;1;4;34;1;30
2484;0;1;1;0;1;4;34;0;30
2485;1;0;0;1;1;4;34;0;30
2486;1;0;0;0;1;4;35;0;30
2487;0;1;1;1;1;4;36;0;29
2488;0;0;1;0;1;4;35;0;29
2489;0;0;0;1;1;4;34;0;29
2490;0;1;0;1;1;4;34;0;28
2491;1;1;1;0;1;4;34;0;28
2492;0;2;0;0;1;4;34;0;28
2493;0;1;1;1;1;4;34;0;27
2494;0;1;0;1;1;4;34;0;26
2495;1;1;1;0;1;4;34;0;26
2496;0;0;0;1;1;4;33;1;26
2497;0;1;0;0;1;4;33;0;26
2498;1;0;0;1;1;4;33;0;26
2499;1;1;1;0;1;4;34;0;26
2500;0;2;1;1;1;4;34;1;25
2501;1;0;1;1;1;4;34;1;25
2502;0;1;1;1;1;4;35;0;25
2503;0;0;0;1;1;4;34;0;25
2504;1;1;0;0;1;4;34;0;25
2505;1;2;1;0;1;4;34;1;25
2506;0;2;1;0;1;4;34;1;25
2507;1;2;0;1;1;4;34;1;25
2508;0;0;0;0;1;4;33;1;26
2509;0;2;1;1;1;4;33;1;25
2510;0;2;1;0;1;4;33;1;24
2511;1;1;0;0;1;4;33;1;24
2512;1;0;0;1;1;4;33;2;24
2513;0;0;1;0;1;4;33;2;24
2514;0;1;1;1;1;4;33;1;24
2515;1;1;0;0;1;4;33;1;24
2516;0;1;0;1;1;4;33;1;24
2517;1;1;0;0;1;4;33;1;24
2518;0;1;0;1;1;4;33;1;24
2519;1;0;1;0;1;4;33;1;24
2520;1;2;0;0;1;4;34;1;24
2521;0;2;0;0;1;4;34;1;24
2522;0;1;0;1;1;4;34;0;24
2523;0;0;1;1;1;4;33;0;24
2524;1;2;0;1;1;4;33;0;24
2525;0;2;0;1;1;4;33;0;24
2526;1;1;1;0;1;4;33;0;24
2527;1;1;1;0;1;4;33;1;24
2528;0;0;0;1;1;4;32;2;24
2529;1;0;0;0;1;4;32;2;24
2530;0;2;1;0;1;4;33;2;23
2531;0;0;1;1;1;4;32;2;23
2532;0;0;1;1;1;4;31;2;23
2533;1;1;1;0;1;4;31;2;23
2534;1;0;0;0;1;4;31;3;23
2535;1;1;1;0;1;4;32;3;23
2536;0;0;1;1;1;4;31;4;23
2537;0;0;0;1;1;4;30;4;23
2538;1;2;1;1;1;4;30;4;23
2539;1;2;0;0;1;4;30;4;24
2540;0;1;1;1;1;4;30;3;25
2541;0;2;0;0;1;4;30;3;24
2542;1;0;0;0;1;4;30;3;24
2543;0;1;0;1;1;4;31;2;24
2544;1;0;0;1;1;4;31;2;24
2545;0;2;1;1;1;4;32;2;23
2546;0;2;1;0;1;4;32;2;22
2547;1;1;0;1;1;4;32;2;22
2548;0;1;0;0;1;4;32;2;22
2549;1;2;1;1;1;4;32;2;22
2550;0;0;0;1;1;4;31;2;23
2551;0;2;0;1;1;4;31;2;22
2552;0;0;1;1;1;4;30;2;22
2553;1;0;0;1;1;4;30;2;22
2554;1;0;0;0;1;4;31;2;22
2555;0;1;1;0;1;4;32;1;22
2556;1;0;0;0;1;4;32;1;22
2557;1;1;0;1;1;4;33;1;22
2558;1;1;0;1;1;4;33;2;22
2559;0;0;1;1;1;4;32;3;22
2560;0;1;1;0;1;4;32;2;22
2561;0;0;0;1;1;4;31;2;22
2562;1;0;0;0;1;4;31;2;22
2563;1;1;1;0;1;4;32;2;22
2564;0;0;0;0;1;4;31;2;23
2565;1;1;0;0;1;4;31;2;23
2566;0;1;0;0;1;4;31;2;23
2567;0;2;0;1;1;4;31;2;22
2568;0;0;0;1;1;4;30;2;22
2569;0;0;0;0;1;4;29;2;22
2570;1;0;1;1;1;4;29;2;22
2571;1;2;1;1;1;4;30;2;22
2572;0;0;0;1;1;4;29;2;23
2573;1;1;0;0;1;4;29;2;23
2574;0;2;1;1;1;4;29;3;22
2575;0;2;1;1;1;4;29;3;21
2576;1;0;0;0;1;4;29;3;21
2577;1;2;0;0;1;4;30;3;21
2578;0;0;1;0;1;4;29;3;22
2579;0;0;1;1;1;4;28;3;22
2580;0;0;1;1;1;4;27;3;22
2581;0;1;1;0;1;4;27;2;22
2582;0;2;1;0;1;4;27;2;21
2583;0;2;0;0;1;4;27;2;20
2584;0;2;1;0;1;4;27;2;19
2585;1;1;0;0;1;4;27;2;19
2586;0;0;0;1;1;4;26;3;19
2587;0;2;0;1;1;4;26;3;18
2588;1;1;1;0;1;4;26;3;18
2589;0;0;1;1;1;4;25;4;18
2590;0;1;1;1;1;4;25;3;18
2591;0;1;0;1;1;4;25;2;18
2592;0;2;1;0;1;4;25;2;17
2593;0;1;1;1;1;4;25;1;17
2594;1;1;0;0;1;4;25;1;17
2595;0;1;1;1;1;4;25;1;17
2596;0;1;1;0;1;4;25;0;17
2597;0;2;1;1;1;4;25;0;16
2598;0;1;0;1;1;4;25;0;15
2599;1;1;1;0;1;4;25;0;15
2600;1;0;1;1;1;4;25;1;15
2601;1;0;1;1;1;4;26;1;15
2602;0;0;1;1;1;4;26;1;15
2603;0;0;1;1;1;4;25;1;15
2604;1;2;0;1;1;4;25;1;15
2605;1;0;0;1;1;4;25;1;16
2606;0;0;1;0;1;4;25;1;16
2607;1;1;1;0;1;4;25;1;16
2608;1;0;0;0;1;4;25;2;16
2609;0;0;0;0;1;4;25;2;16
2610;0;0;0;0;1;4;24;2;16
2611;0;0;0;1;1;4;23;2;16
2612;0;0;1;0;1;4;22;2;16
2613;0;0;1;1;1;4;21;2;16
2614;0;1;1;0;1;4;21;1;16
2615;1;1;0;0;1;4;21;1;16
2616;1;1;0;1;1;4;21;2;16
2617;0;0;1;1;1;4;20;3;16
2618;0;2;0;0;1;4;20;3;15
2619;0;1;1;0;1;4;20;2;15
2620;0;2;0;1;1;4;20;2;14
2621;0;2;1;0;1;4;20;2;13
2622;0;0;1;1;1;4;19;2;13
2623;1;1;1;0;1;4;19;2;13
2624;0;1;0;0;1;4;19;2;13
2625;1;1;1;1;1;4;19;2;13
2626;0;0;1;0;1;4;18;3;13
2627;1;0;1;1;1;4;18;3;13
2628;0;0;0;0;1;4;18;3;13
2629;0;2;0;1;1;4;18;3;12
2630;0;0;1;0;1;4;17;3;12
2631;1;2;0;0;1;4;17;3;12
2632;0;1;0;0;1;4;17;2;13
2633;0;1;0;0;1;4;17;1;13
2634;1;1;1;0;1;4;17;1;13
2635;1;0;0;1;1;4;17;2;13
