index;action;size;isElectric;isDisabled;isSuccess;hour;smallFreeSpaces;mediumFreeSpaces;largeFreeSpaces
4980;1;0;0;0;1;8;16;44;6
4981;0;1;0;0;1;8;17;43;6
4982;0;0;1;0;1;8;16;43;6
4983;0;0;1;0;1;8;15;43;6
4984;1;1;1;1;1;8;15;43;6
4985;1;2;0;1;1;8;15;44;6
4986;0;0;1;0;1;8;14;44;7
4987;1;1;1;0;1;8;14;44;7
4988;0;2;0;0;1;8;14;45;6
4989;0;2;1;0;1;8;14;45;5
4990;1;2;0;0;1;8;14;45;5
4991;0;2;1;0;1;8;14;45;5
4992;0;2;0;0;1;8;14;45;4
4993;0;0;1;1;1;8;13;45;4
4994;0;1;0;1;1;8;13;44;4
4995;0;1;0;1;1;8;13;43;4
4996;1;1;1;0;1;8;13;43;4
4997;1;2;1;0;1;8;13;44;4
4998;0;2;0;1;1;8;13;44;4
4999;0;2;0;1;1;8;13;44;3
5000;0;0;0;0;1;8;12;44;3
5001;0;2;0;0;1;8;12;44;2
5002;0;1;0;0;1;8;12;43;2
5003;0;0;0;0;1;8;11;43;2
5004;1;1;1;0;1;8;11;43;2
5005;1;2;0;1;1;8;11;44;2
5006;0;1;0;0;1;8;11;43;3
5007;0;0;1;1;1;8;11;43;2
5008;0;0;0;1;1;8;10;43;2
5009;0;2;0;1;1;8;10;43;1
5010;1;1;1;1;1;8;10;43;1
5011;1;2;0;0;1;8;10;44;1
5012;0;1;0;0;1;8;10;43;2
5013;0;0;1;0;1;8;9;43;2
5014;0;2;1;1;1;8;9;43;1
5015;1;0;0;0;1;8;9;43;1
5016;0;0;1;1;1;8;9;43;1
5017;1;2;1;1;1;8;9;43;1
5018;0;2;1;0;1;8;9;43;1
5019;1;2;1;0;1;8;9;43;1
5020;0;2;0;1;1;8;9;43;1
5021;1;1;0;1;1;8;9;43;1
5022;0;0;1;0;1;8;8;44;1
5023;0;2;1;0;1;8;8;44;0
5024;1;0;1;0;1;8;8;44;0
5025;1;1;1;0;1;8;9;44;0
5026;0;2;1;0;0;8;9;45;0
5027;1;0;1;1;1;8;9;45;0
5028;0;2;0;1;0;8;10;45;0
5029;1;0;1;1;1;8;10;45;0
5030;1;0;0;0;1;8;11;45;0
5031;1;0;0;1;1;8;12;45;0
5032;1;0;0;1;1;8;13;45;0
5033;0;0;0;1;1;8;13;45;0
5034;0;2;1;0;0;8;13;45;0
5035;1;1;1;1;1;8;13;45;0
5036;0;2;0;1;0;8;13;45;1
5037;1;0;0;1;1;8;13;45;1
5038;0;1;0;1;1;8;14;44;1
5039;0;0;0;0;1;8;13;44;1
5040;0;2;1;1;1;8;13;44;0
5041;0;0;0;1;1;8;12;44;0
5042;1;1;1;1;1;8;12;44;0
5043;0;0;0;0;1;8;11;45;0
5044;1;2;1;1;1;8;11;45;0
5045;1;0;0;0;1;8;11;45;1
5046;1;2;1;1;1;8;12;45;1
5047;1;0;1;0;1;8;12;45;2
5048;1;1;0;1;1;8;13;45;2
5049;0;1;0;1;1;8;13;45;2
5050;1;1;1;1;1;8;13;45;2
5051;0;1;1;1;1;8;13;45;2
5052;0;1;1;0;1;8;13;44;2
5053;0;0;0;0;1;8;12;44;2
5054;0;0;0;0;1;8;11;44;2
5055;1;2;0;0;1;8;11;44;2
5056;1;0;0;1;1;8;11;44;3
5057;1;1;1;0;1;8;11;45;3
5058;1;1;1;1;1;8;11;46;3
5059;0;0;1;1;1;8;10;47;3
5060;0;0;0;1;1;8;9;47;3
5061;0;2;1;0;1;8;9;47;2
5062;1;1;0;0;1;8;9;47;2
5063;0;1;0;0;1;8;9;47;2
5064;0;1;1;0;1;8;9;46;2
5065;0;1;0;1;1;8;9;45;2
5066;0;0;0;0;1;8;8;45;2
5067;0;2;0;1;1;8;8;45;1
5068;1;1;1;1;1;8;8;45;1
5069;1;1;0;1;1;8;8;46;1
5070;1;0;1;0;1;8;8;47;1
5071;0;1;0;0;1;8;9;46;1
5072;0;1;1;0;1;8;9;45;1
5073;0;2;1;0;1;8;9;45;0
5074;0;2;1;1;0;8;9;45;0
5075;0;1;0;1;1;8;9;44;0
5076;1;1;1;1;1;8;9;44;0
5077;1;0;1;0;1;8;9;45;0
5078;0;0;1;0;1;8;9;45;0
5079;0;0;0;1;1;8;8;45;0
5080;1;1;0;1;1;8;8;45;0
5081;1;0;1;1;1;8;8;46;0
5082;0;1;1;1;1;8;9;45;0
5083;0;0;0;1;1;8;8;45;0
5084;1;0;0;0;1;8;8;45;0
5085;1;2;0;0;1;8;9;45;0
5086;1;0;1;1;1;8;9;45;1
5087;0;2;0;1;1;8;10;45;0
5088;1;0;0;1;1;8;10;45;0
5089;0;0;0;0;1;8;10;45;0
5090;0;0;0;0;1;8;9;45;0
5091;0;2;0;0;0;8;9;45;0
5092;1;0;0;1;1;8;9;45;0
5093;0;1;1;1;1;8;9;45;0
5094;0;2;0;0;0;8;9;45;0
5095;0;2;1;1;0;8;9;45;0
5096;1;0;0;1;1;8;9;45;0
5097;1;0;1;1;1;8;10;45;0
5098;1;0;0;1;1;8;11;45;0
5099;0;1;1;1;1;8;12;44;0
5100;1;2;0;0;1;8;12;44;0
5101;0;2;0;1;1;8;12;44;0
5102;1;0;1;0;1;8;12;44;0
5103;0;1;1;0;1;8;13;43;0
5104;0;2;1;1;0;8;13;43;0
5105;1;1;0;0;1;8;13;43;0
5106;1;2;1;1;1;8;13;44;0
5107;0;1;0;0;1;8;13;43;1
5108;1;2;1;1;1;8;13;43;1
5109;0;2;0;1;1;8;13;43;1
5110;1;1;0;1;1;8;13;43;1
5111;0;0;1;1;1;8;12;44;1
5112;1;0;0;0;1;8;12;44;1
5113;1;0;0;1;1;8;13;44;1
5114;0;1;0;0;1;8;14;43;1
5115;0;1;0;1;1;8;14;42;1
5116;0;0;0;1;1;8;13;42;1
5117;0;1;1;1;1;8;13;41;1
5118;0;1;0;1;1;8;13;40;1
5119;0;1;1;0;1;8;13;39;1
5120;1;2;1;0;1;8;13;39;1
5121;1;2;1;0;1;8;13;39;2
5122;1;0;0;1;1;8;13;39;3
5123;0;2;1;0;1;8;14;39;2
5124;1;1;1;0;1;8;14;39;2
5125;1;2;0;1;1;8;14;40;2
5126;1;0;0;1;1;8;14;40;3
5127;1;0;0;1;1;8;15;40;3
5128;1;2;0;1;1;8;16;40;3
5129;1;1;0;0;1;8;16;40;4
5130;0;2;0;1;1;8;16;41;3
5131;1;0;1;0;1;8;16;41;3
5132;0;0;1;0;1;8;16;41;3
5133;0;0;0;1;1;8;15;41;3
5134;1;0;1;1;1;8;15;41;3
5135;0;2;1;0;1;8;16;41;2
5136;1;2;1;0;1;8;16;41;2
5137;1;0;1;1;1;8;16;41;3
5138;1;0;0;0;1;8;17;41;3
5139;1;0;0;0;1;8;18;41;3
5140;0;0;0;0;1;8;18;41;3
5141;0;2;0;0;1;8;18;41;2
5142;0;0;1;1;1;8;17;41;2
5143;1;1;0;0;1;8;17;41;2
5144;0;1;1;0;1;8;17;41;2
5145;1;0;0;1;1;8;17;41;2
5146;1;2;1;0;1;8;18;41;2
5147;0;2;0;0;1;8;18;41;2
5148;0;0;0;0;1;8;17;41;2
5149;1;1;0;0;1;8;17;41;2
5150;1;2;0;0;1;8;17;42;2
5151;0;2;0;0;1;8;17;42;2
5152;1;0;1;0;1;8;17;42;2
5153;0;1;0;1;1;8;18;41;2
5154;1;1;0;0;1;8;18;41;2
5155;1;0;0;0;1;8;18;42;2
5156;0;1;1;0;1;8;19;41;2
5157;1;0;0;0;1;8;19;41;2
5158;1;0;0;1;1;8;20;41;2
5159;0;2;1;0;1;8;21;41;1
5160;0;1;0;1;1;8;21;40;1
5161;0;2;1;1;1;8;21;40;0
5162;1;0;1;0;1;8;21;40;0
5163;1;1;0;1;1;8;22;40;0
5164;1;2;1;1;1;8;22;41;0
5165;1;1;1;0;1;8;22;41;1
5166;1;2;0;0;1;8;22;42;1
5167;1;2;0;0;1;8;22;42;2
5168;0;1;0;1;1;8;22;41;3
5169;0;1;0;0;1;8;22;40;3
5170;1;2;1;0;1;8;22;40;3
5171;0;2;1;1;1;8;22;40;3
5172;0;1;1;1;1;8;22;39;3
5173;0;0;1;1;1;8;21;39;3
5174;0;0;0;0;1;8;20;39;3
5175;1;0;0;0;1;8;20;39;3
5176;0;1;0;0;1;8;21;38;3
5177;0;0;1;1;1;8;20;38;3
5178;1;1;1;0;1;8;20;38;3
5179;0;2;0;1;1;8;20;39;2
5180;1;0;0;1;1;8;20;39;2
5181;0;0;1;1;1;8;20;39;2
5182;1;0;1;0;1;8;20;39;2
5183;1;2;0;1;1;8;21;39;2
5184;1;0;0;0;1;8;21;39;3
5185;1;1;0;1;1;8;22;39;3
5186;1;0;1;0;1;8;22;40;3
5187;1;0;1;1;1;8;23;40;3
5188;0;2;1;0;1;8;24;40;2
5189;1;1;0;0;1;8;24;40;2
5190;0;2;1;1;1;8;24;41;1
5191;0;1;1;1;1;8;24;40;1
5192;1;0;1;0;1;8;24;40;1
5193;0;2;1;1;1;8;25;40;0
5194;0;0;1;0;1;8;24;40;0
5195;0;2;0;1;0;8;24;40;0
5196;0;0;1;0;1;8;23;40;0
5197;1;0;1;0;1;8;23;40;0
5198;1;2;0;0;1;8;24;40;0
5199;0;2;0;0;1;8;24;40;0
5200;0;2;0;1;0;8;24;40;0
5201;0;2;0;0;0;8;24;40;0
5202;0;2;1;0;0;8;24;40;0
5203;1;0;1;0;1;8;24;40;0
5204;0;1;0;1;1;8;25;39;0
5205;0;2;1;0;0;8;25;39;0
5206;1;2;1;0;1;8;25;39;0
5207;0;0;1;0;1;8;24;39;1
5208;0;1;0;0;1;8;24;38;1
5209;1;0;0;1;1;8;24;38;1
5210;0;1;1;1;1;8;25;37;1
5211;0;0;1;1;1;8;24;37;1
5212;1;0;1;0;1;8;24;37;1
5213;0;2;0;1;1;8;25;37;0
5214;0;2;0;1;0;8;25;37;0
5215;1;2;1;0;1;8;25;37;0
5216;0;2;0;1;1;8;25;37;0
5217;0;1;1;0;1;8;25;36;0
5218;0;0;1;1;1;8;24;36;0
5219;1;0;0;0;1;8;24;36;0
5220;0;0;1;0;1;8;24;36;0
5221;0;0;1;1;1;8;23;36;0
5222;1;0;0;0;1;8;23;36;0
5223;0;1;0;1;1;8;24;35;0
5224;0;2;1;1;0;8;24;35;0
5225;0;2;0;1;0;8;24;35;0
5226;1;2;0;1;1;8;24;35;0
5227;1;0;0;1;1;8;24;35;1
5228;0;0;0;0;1;8;24;35;1
5229;0;2;0;1;1;8;24;35;0
5230;1;0;1;1;1;8;24;35;0
5231;1;0;0;1;1;8;25;35;0
5232;0;0;0;1;1;8;25;35;0
5233;0;1;0;1;1;8;25;34;0
5234;0;2;0;0;0;8;25;34;0
5235;0;1;0;1;1;8;25;33;0
5236;0;2;0;1;0;8;25;33;0
5237;0;2;1;1;0;8;25;33;0
5238;0;1;1;1;1;8;25;32;0
5239;0;2;1;1;0;8;25;32;0
5240;1;1;1;0;1;8;25;32;0
5241;0;2;0;1;0;8;25;33;0
5242;0;0;1;0;1;8;24;33;0
5243;1;1;0;0;1;8;24;33;0
5244;1;0;0;1;1;8;24;34;0
5245;0;0;0;0;1;8;24;34;0
5246;0;2;1;1;0;8;24;34;0
5247;1;1;0;1;1;8;24;34;0
5248;1;0;0;0;1;8;24;35;0
5249;0;0;1;0;1;8;24;35;0
5250;0;1;1;1;1;8;24;34;0
5251;1;0;0;0;1;8;24;34;0
5252;1;2;0;1;1;8;25;34;0
5253;0;0;1;0;1;8;24;34;1
5254;1;0;0;1;1;8;24;34;1
5255;1;0;0;1;1;8;25;34;1
5256;1;1;0;1;1;8;26;34;1
5257;0;0;0;1;1;8;25;35;1
5258;0;1;0;1;1;8;25;34;1
5259;0;2;1;0;1;8;25;34;0
5260;1;0;0;1;1;8;25;34;0
5261;0;0;0;1;1;8;25;34;0
5262;0;2;1;1;0;8;25;34;0
5263;1;1;0;0;1;8;25;34;0
5264;0;2;0;1;0;8;25;35;0
5265;1;0;1;1;1;8;25;35;0
5266;0;0;1;1;1;8;25;35;0
5267;1;0;1;0;1;8;25;35;0
5268;0;2;0;1;0;8;26;35;0
5269;0;1;0;0;1;8;26;34;0
5270;0;2;0;1;0;8;26;34;0
5271;0;2;0;0;0;8;26;34;0
5272;0;2;1;0;0;8;26;34;0
5273;1;1;0;1;1;8;26;34;0
5274;1;0;1;1;1;8;26;35;0
5275;1;0;0;0;1;8;27;35;0
5276;0;2;1;1;0;8;28;35;0
5277;0;0;1;0;1;8;27;35;0
5278;0;0;0;0;1;8;26;35;0
5279;1;2;1;1;1;8;26;35;0
5280;1;1;1;1;1;8;26;35;1
5281;1;0;1;1;1;8;26;35;2
5282;0;0;0;0;1;8;26;35;2
5283;0;1;1;1;1;8;26;35;1
5284;0;2;1;0;1;8;26;35;0
5285;0;1;0;0;1;8;26;34;0
5286;1;1;0;0;1;8;26;34;0
5287;1;0;0;0;1;8;26;35;0
5288;1;2;0;1;1;8;27;35;0
5289;1;1;0;0;1;8;27;35;1
5290;0;0;1;1;1;8;26;36;1
5291;0;1;1;0;1;8;26;35;1
5292;0;0;0;0;1;9;25;35;1
5293;0;1;1;0;1;9;25;34;1
5294;0;2;0;1;1;9;25;34;0
5295;0;0;0;0;1;9;24;34;0
5296;0;2;0;1;0;9;24;34;0
5297;0;1;0;1;1;9;24;33;0
5298;1;0;1;0;1;9;24;33;0
5299;0;1;0;1;1;9;25;32;0
5300;0;2;0;0;0;9;25;32;0
5301;1;0;1;0;1;9;25;32;0
5302;0;1;1;1;1;9;26;31;0
5303;0;1;1;0;1;9;26;30;0
5304;0;2;1;1;0;9;26;30;0
5305;0;1;0;0;1;9;26;29;0
5306;1;0;0;1;1;9;26;29;0
5307;0;0;1;1;1;9;26;29;0
5308;1;1;0;0;1;9;26;29;0
5309;0;2;1;0;0;9;26;30;0
5310;0;0;0;1;1;9;25;30;0
5311;1;1;0;0;1;9;25;30;0
5312;0;1;1;0;1;9;25;30;0
5313;1;1;1;0;1;9;25;30;0
5314;1;0;0;1;1;9;25;30;1
5315;0;0;0;0;1;9;25;30;1
5316;1;2;1;0;1;9;25;30;1
5317;1;0;0;0;1;9;25;30;2
5318;0;2;0;1;1;9;26;30;1
5319;0;2;1;0;1;9;26;30;0
5320;1;1;1;0;1;9;26;30;0
5321;0;0;1;1;1;9;25;31;0
5322;1;2;1;1;1;9;25;31;0
5323;0;0;1;0;1;9;24;31;1
5324;1;0;0;0;1;9;24;31;1
5325;0;0;1;0;1;9;24;31;1
5326;0;2;0;1;1;9;24;31;0
5327;1;1;1;0;1;9;24;31;0
5328;0;1;1;1;1;9;24;31;0
5329;0;2;1;0;0;9;24;31;0
5330;1;0;1;1;1;9;24;31;0
5331;0;2;1;0;0;9;25;31;0
5332;1;2;0;1;1;9;25;31;0
5333;1;2;0;0;1;9;25;31;1
5334;0;2;1;0;1;9;25;31;1
5335;1;0;1;1;1;9;25;31;1
5336;0;1;0;1;1;9;26;30;1
5337;1;1;1;1;1;9;26;30;1
5338;1;0;0;0;1;9;26;31;1
5339;0;0;1;0;1;9;26;31;1
5340;0;2;1;1;1;9;26;31;0
5341;0;2;1;1;0;9;26;31;0
5342;0;2;0;1;0;9;26;31;0
5343;1;1;1;1;1;9;26;31;0
5344;0;2;0;0;0;9;26;32;0
5345;0;1;1;1;1;9;26;31;0
5346;0;0;1;1;1;9;25;31;0
5347;0;0;0;1;1;9;24;31;0
5348;0;2;1;0;0;9;24;31;0
5349;0;2;0;0;0;9;24;31;0
5350;1;1;1;0;1;9;24;31;0
5351;0;0;0;0;1;9;23;32;0
5352;0;0;0;0;1;9;22;32;0
5353;0;2;1;0;0;9;22;32;0
5354;0;0;0;1;1;9;21;32;0
5355;1;0;0;1;1;9;21;32;0
5356;1;0;0;1;1;9;22;32;0
5357;0;2;1;0;0;9;23;32;0
5358;1;2;0;1;1;9;23;32;0
5359;0;2;1;1;1;9;23;32;0
5360;1;1;0;0;1;9;23;32;0
5361;0;0;0;1;1;9;22;33;0
5362;1;2;1;1;1;9;22;33;0
5363;1;1;0;0;1;9;22;33;1
5364;0;1;0;1;1;9;22;33;1
5365;0;0;1;1;1;9;21;33;1
5366;0;1;1;1;1;9;21;32;1
5367;0;1;0;0;1;9;21;31;1
5368;1;0;0;1;1;9;21;31;1
5369;1;0;1;1;1;9;22;31;1
5370;1;0;1;1;1;9;23;31;1
5371;1;1;1;0;1;9;24;31;1
5372;0;2;0;1;1;9;24;32;0
5373;1;0;0;1;1;9;24;32;0
5374;0;2;1;0;0;9;25;32;0
5375;0;0;0;1;1;9;24;32;0
5376;0;2;0;0;0;9;24;32;0
5377;1;2;0;1;1;9;24;32;0
5378;1;2;0;1;1;9;24;32;1
5379;1;1;0;1;1;9;24;32;2
5380;1;1;1;1;1;9;24;33;2
5381;1;1;1;0;1;9;24;33;3
5382;0;2;1;0;1;9;24;34;2
5383;0;1;1;1;1;9;24;33;2
5384;0;1;0;1;1;9;24;32;2
5385;1;2;0;0;1;9;24;32;2
5386;1;1;1;1;1;9;24;32;3
5387;0;0;1;0;1;9;23;33;3
5388;1;0;0;1;1;9;23;33;3
5389;0;0;1;1;1;9;23;33;3
5390;0;0;0;1;1;9;22;33;3
5391;0;2;0;1;1;9;22;33;2
5392;1;1;0;1;1;9;22;33;2
5393;0;0;1;1;1;9;21;34;2
5394;0;2;1;0;1;9;21;34;1
5395;1;0;1;0;1;9;21;34;1
5396;0;0;0;0;1;9;21;34;1
5397;1;1;0;0;1;9;21;34;1
5398;0;2;0;0;1;9;21;35;0
5399;0;2;1;0;0;9;21;35;0
5400;0;0;1;1;1;9;20;35;0
5401;1;2;0;1;1;9;20;35;0
5402;1;1;0;1;1;9;20;35;1
5403;1;0;0;1;1;9;20;35;2
5404;1;2;1;1;1;9;21;35;2
5405;0;0;0;1;1;9;20;35;3
5406;1;0;1;1;1;9;20;35;3
5407;0;0;0;0;1;9;20;35;3
5408;1;0;0;1;1;9;20;35;3
5409;0;1;0;1;1;9;21;34;3
5410;1;2;0;1;1;9;21;34;3
5411;1;1;1;1;1;9;21;34;4
5412;0;1;1;1;1;9;21;34;4
5413;0;1;1;0;1;9;21;33;4
5414;0;1;1;1;1;9;21;32;4
5415;1;2;1;1;1;9;21;32;4
5416;1;2;1;0;1;9;21;32;5
5417;1;0;1;1;1;9;21;32;6
5418;0;0;0;0;1;9;21;32;6
5419;0;1;1;0;1;9;21;31;6
5420;1;0;0;1;1;9;21;31;6
5421;0;1;0;1;1;9;22;30;6
5422;0;1;1;0;1;9;22;29;6
5423;1;2;1;0;1;9;22;29;6
5424;0;2;1;1;1;9;22;29;6
5425;0;1;0;0;1;9;22;28;6
5426;1;1;0;0;1;9;22;28;6
5427;1;1;1;1;1;9;22;29;6
5428;1;1;1;1;1;9;22;29;7
5429;0;2;1;0;1;9;22;30;6
5430;1;2;0;0;1;9;22;30;6
5431;0;2;1;0;1;9;22;30;6
5432;1;2;1;0;1;9;22;30;6
5433;1;1;0;1;1;9;22;30;7
5434;0;2;1;0;1;9;22;31;6
5435;0;2;1;1;1;9;22;31;5
5436;1;2;0;1;1;9;22;31;5
5437;1;0;1;0;1;9;22;31;6
5438;0;2;0;0;1;9;23;31;5
5439;1;2;0;0;1;9;23;31;5
5440;1;1;0;0;1;9;23;31;6
5441;1;1;1;0;1;9;23;32;6
5442;1;0;1;1;1;9;23;32;7
5443;0;1;1;1;1;9;24;32;6
5444;1;1;0;1;1;9;24;32;6
5445;0;0;0;0;1;9;23;33;6
5446;0;2;0;1;1;9;23;33;5
5447;1;2;0;1;1;9;23;33;5
5448;1;0;1;1;1;9;23;33;6
5449;0;2;0;1;1;9;24;33;5
5450;1;0;1;1;1;9;24;33;5
5451;0;2;0;0;1;9;24;33;5
5452;0;0;1;1;1;9;24;33;4
5453;0;0;0;1;1;9;23;33;4
5454;0;0;1;1;1;9;22;33;4
5455;0;1;1;1;1;9;22;32;4
5456;0;1;1;1;1;9;22;31;4
5457;1;1;1;0;1;9;22;31;4
5458;0;0;1;0;1;9;21;32;4
5459;0;1;0;1;1;9;21;31;4
5460;0;0;0;1;1;9;20;31;4
5461;1;0;1;1;1;9;20;31;4
5462;1;0;0;0;1;9;21;31;4
5463;0;1;1;0;1;9;22;30;4
5464;0;2;1;1;1;9;22;30;3
5465;1;2;1;0;1;9;22;30;3
5466;1;0;0;1;1;9;22;30;4
5467;0;2;0;0;1;9;23;30;3
5468;0;0;1;1;1;9;22;30;3
5469;1;0;0;1;1;9;22;30;3
5470;1;0;0;0;1;9;23;30;3
5471;0;1;1;0;1;9;24;29;3
5472;0;1;1;0;1;9;24;28;3
5473;1;2;0;0;1;9;24;28;3
5474;1;2;0;0;1;9;24;28;4
5475;1;2;0;1;1;9;24;28;5
5476;1;0;0;0;1;9;24;28;6
5477;1;2;0;0;1;9;25;28;6
5478;0;1;0;1;1;9;25;27;7
5479;0;0;1;1;1;9;24;27;7
5480;1;0;0;1;1;9;24;27;7
5481;0;0;0;0;1;9;24;27;7
5482;1;0;1;1;1;9;24;27;7
5483;1;0;0;1;1;9;24;27;8
5484;1;0;0;0;1;9;25;27;8
5485;1;1;0;0;1;9;26;27;8
5486;0;0;0;0;1;9;25;28;8
5487;1;0;1;1;1;9;25;28;8
5488;0;0;0;0;1;9;25;28;8
5489;1;2;1;1;1;9;25;28;8
5490;0;2;0;1;1;9;25;28;8
5491;1;0;1;1;1;9;25;28;8
5492;0;2;0;0;1;9;26;28;7
5493;0;2;1;0;1;9;26;28;6
5494;1;0;0;1;1;9;26;28;6
5495;1;0;0;1;1;9;27;28;6
5496;1;2;1;1;1;9;28;28;6
5497;0;1;1;0;1;9;28;27;7
5498;1;1;1;1;1;9;28;27;7
5499;1;1;0;1;1;9;28;28;7
5500;0;2;0;0;1;9;28;29;6
5501;0;0;0;1;1;9;27;29;6
5502;1;0;0;0;1;9;27;29;6
5503;1;1;0;0;1;9;28;29;6
5504;0;0;0;0;1;9;27;30;6
5505;0;2;0;1;1;9;27;30;5
5506;1;1;1;1;1;9;27;30;5
5507;0;2;1;0;1;9;27;31;4
5508;1;2;1;1;1;9;27;31;4
5509;0;2;1;1;1;9;27;31;4
5510;0;0;0;1;1;9;26;31;4
5511;0;1;0;0;1;9;26;30;4
5512;0;2;0;1;1;9;26;30;3
5513;0;2;0;1;1;9;26;30;2
5514;1;2;1;1;1;9;26;30;2
5515;1;2;1;1;1;9;26;30;3
5516;0;2;0;1;1;9;26;30;3
5517;0;1;0;0;1;9;26;29;3
5518;0;1;0;0;1;9;26;28;3
5519;1;1;1;0;1;9;26;28;3
5520;1;2;0;1;1;9;26;29;3
5521;0;2;1;0;1;9;26;29;3
5522;0;2;0;0;1;9;26;29;2
5523;0;1;0;1;1;9;26;28;2
5524;1;1;0;0;1;9;26;28;2
5525;0;2;0;0;1;9;26;29;1
5526;1;2;1;1;1;9;26;29;1
5527;1;0;1;0;1;9;26;29;2
5528;0;0;1;1;1;9;26;29;2
5529;1;0;0;1;1;9;26;29;2
5530;0;1;1;1;1;9;27;28;2
5531;0;1;0;1;1;9;27;27;2
5532;0;1;0;1;1;9;27;26;2
5533;0;1;0;1;1;9;27;25;2
5534;1;1;0;0;1;9;27;25;2
5535;1;1;0;1;1;9;27;26;2
5536;0;2;1;1;1;9;27;27;1
5537;1;0;1;1;1;9;27;27;1
5538;1;1;1;0;1;9;28;27;1
5539;0;1;0;0;1;9;28;27;1
5540;0;1;1;1;1;9;28;26;1
5541;0;1;1;0;1;9;28;25;1
5542;1;1;1;0;1;9;28;25;1
5543;0;0;0;0;1;9;27;26;1
5544;0;1;1;1;1;9;27;25;1
5545;0;1;0;0;1;9;27;24;1
5546;0;1;1;0;1;9;27;23;1
5547;0;2;1;1;1;9;27;23;0
5548;1;1;0;0;1;9;27;23;0
5549;0;1;1;0;1;9;27;23;0
5550;0;1;0;0;1;9;27;22;0
5551;0;0;1;1;1;9;26;22;0
5552;0;2;1;0;0;9;26;22;0
5553;0;0;1;1;1;9;25;22;0
5554;0;2;0;1;0;9;25;22;0
5555;0;2;0;1;0;9;25;22;0
5556;0;0;1;0;1;9;24;22;0
5557;1;1;1;1;1;9;24;22;0
5558;1;2;1;1;1;9;24;23;0
5559;0;1;1;1;1;9;24;22;1
5560;0;1;0;0;1;9;24;21;1
5561;0;2;1;0;1;9;24;21;0
5562;1;1;0;1;1;9;24;21;0
5563;1;0;0;0;1;9;24;22;0
5564;1;1;0;0;1;9;25;22;0
5565;0;1;1;1;1;9;25;22;0
5566;0;0;0;0;1;9;24;22;0
5567;0;0;1;1;1;9;23;22;0
5568;1;1;0;1;1;9;23;22;0
5569;0;0;0;0;1;9;22;23;0
5570;1;0;0;0;1;9;22;23;0
5571;0;1;0;0;1;9;23;22;0
5572;0;1;0;1;1;9;23;21;0
5573;0;2;0;0;0;9;23;21;0
5574;0;0;1;1;1;9;22;21;0
5575;1;2;0;1;1;9;22;21;0
5576;0;1;1;1;1;9;22;20;1
5577;0;0;1;1;1;9;21;20;1
5578;1;2;0;1;1;9;21;20;1
5579;1;1;1;1;1;9;21;20;2
5580;0;0;0;1;1;9;20;21;2
5581;1;2;0;1;1;9;20;21;2
5582;0;0;0;0;1;9;19;21;3
5583;0;0;1;1;1;9;18;21;3
5584;1;0;1;0;1;9;18;21;3
5585;0;1;1;0;1;9;19;20;3
5586;1;2;1;0;1;9;19;20;3
5587;0;1;0;1;1;9;19;19;4
5588;1;1;0;1;1;9;19;19;4
5589;1;0;1;1;1;9;19;20;4
5590;1;1;1;1;1;9;20;20;4
5591;1;2;1;1;1;9;20;20;5
5592;1;0;1;0;1;9;20;20;6
5593;0;0;0;0;1;9;20;20;6
5594;0;1;1;0;1;9;20;20;5
5595;0;0;0;0;1;9;19;20;5
5596;1;0;1;1;1;9;19;20;5
5597;0;1;0;1;1;9;20;19;5
5598;1;2;0;1;1;9;20;19;5
5599;0;2;0;0;1;9;20;19;5
5600;1;2;1;1;1;9;20;19;5
5601;0;2;0;1;1;9;20;19;5
5602;0;2;1;1;1;9;20;19;4
5603;0;0;1;1;1;9;19;19;4
5604;1;2;1;0;1;9;19;19;4
5605;0;0;1;1;1;9;18;19;5
5606;1;2;1;1;1;9;18;19;5
5607;1;1;0;0;1;9;18;19;6
5608;1;0;1;0;1;9;18;20;6
5609;0;0;1;0;1;9;18;20;6
5610;0;2;1;1;1;9;18;20;5
5611;1;0;1;0;1;9;18;20;5
5612;0;2;0;0;1;9;18;20;5
5613;0;2;1;0;1;9;18;20;4
5614;0;2;0;0;1;9;18;20;3
5615;0;1;1;0;1;9;18;19;3
5616;0;0;1;1;1;9;17;19;3
5617;1;0;0;0;1;9;17;19;3
5618;1;2;0;0;1;9;18;19;3
5619;0;0;1;0;1;9;17;19;4
5620;0;2;1;1;1;9;17;19;3
5621;0;2;1;1;1;9;17;19;2
5622;0;1;1;1;1;9;17;18;2
5623;0;2;0;1;1;9;17;18;1
5624;0;2;1;0;1;9;17;18;0
5625;1;1;0;1;1;9;17;18;0
5626;0;0;0;1;1;9;16;19;0
5627;1;1;1;1;1;9;16;19;0
5628;0;1;1;0;1;9;16;19;0
5629;1;1;0;1;1;9;16;19;0
5630;0;2;0;0;0;9;16;20;0
5631;1;2;1;0;1;9;16;20;0
5632;1;2;0;1;1;9;16;20;1
5633;0;1;0;1;1;9;16;19;2
5634;1;2;1;0;1;9;16;19;2
5635;1;2;1;0;1;9;16;19;3
5636;0;1;1;0;1;9;16;19;3
5637;1;1;0;0;1;9;16;19;3
5638;0;0;0;1;1;9;15;20;3
5639;1;0;1;1;1;9;15;20;3
5640;1;1;0;1;1;9;15;20;4
5641;0;2;0;1;1;9;15;21;3
5642;0;2;0;1;1;9;15;21;2
